workbook_sheet,item_type,title,league,relationship,mechanic,format,existing_support,disposition,destination,imported_count,creator_reachable,public_reachable,provenance_status,notes
GAME_IDEAS_2026_EXPANSION,game_idea,Prime Time Tracker,Both,"broadcast_network, current_season_results",Sorting,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Media Day Quote Match,CFB,MEDIA_DAY_ATTENDEE_FOR (existing relationship),Matching,Grid Board (Tic-Tac-Toe style),DATA READY - national (all 67 P4 teams already covered for this field),MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,"GRID_BOARD-style capability already live; this idea is a real variant of it, not new capability."
GAME_IDEAS_2026_EXPANSION,game_idea,Manning-Cast Style Second Screen,Both,current_season_results (live),Trivia companion,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Weather Whiplash,Both,weather_conditions,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Dome vs. Outdoor Split,Both,stadium_surface_and_opened_year,Sorting,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Cold Weather Warriors,NFL,"weather_conditions, current_season_results",Trivia,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Decade Draft,Both,"career_program_records, championship_history",Draft/build,Roster Board / List Builder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Then vs. Now,Both,"career_program_records, season_stat_line",Higher/Lower,Head-to-Head Split Screen,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Uniform Time Machine,Both,uniform_eras_and_alternates,Timeline,Timeline Ribbon,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Retired Legends Ladder,Both,notable_alumni_non_player,Trivia,Guess Ladder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Fourth and Guts,Both,n/a (situational analytics model),Decision-sim,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Two-Minute Drill GM,Both,"position_primary, depth_chart_role",Decision-sim,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Free Agency Frenzy,NFL,"salary_cap_space_public, transaction_history",Budget/build,Cap Space Budget Bar,DATA READY - national (all 67 P4 teams already covered for this field),DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,Challenge Flag Call,Both,notable_records_set,Decision-sim,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Start or Sit Duel,Both,"season_stat_line, injury_availability_status",Higher/Lower,Head-to-Head Split Screen,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Waiver Wire Wizard,NFL,"season_stat_line, depth_chart_role",Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Bye Week Planner,NFL,current_season_results (schedule),Sorting,Calendar Heatmap,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Sleeper Spotter,Both,"season_stat_line, depth_chart_role",Progressive clue,Card Stack Progressive Clue,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Cover or Not (Historical),Both,"closing_line_public_odds, final_score_and_result",Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Biggest Historical Upsets,Both,"closing_line_public_odds, final_score_and_result",Sorting,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,SEC Supremacy Grid,CFB,"team, position_primary, coordinators_current",Grid,Grid Board (Tic-Tac-Toe style),"DATA READY - sample teams only (the ~10 COMPLETE_RICH programs: Alabama, Georgia, Oklahoma, Ohio State, Oregon, Michigan, Tennessee, Texas, Texas A&M, UCLA)",MAPPED_TO_EXISTING,Immaculate Grid (renderGridBoard/renderCfbGridBoard),,NO,NO,PENDING_CLAUDE,"GRID_BOARD-style capability already live; this idea is a real variant of it, not new capability."
GAME_IDEAS_2026_EXPANSION,game_idea,State Pride Showdown,CFB,"current_season_results, all_time_record",Higher/Lower,Head-to-Head Split Screen,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Local Radio Trivia Hour,Both,varies by round,Party/live,Quiz-Show Podium,"DATA READY - sample teams only (the ~10 COMPLETE_RICH programs: Alabama, Georgia, Oklahoma, Ohio State, Oregon, Michigan, Tennessee, Texas, Texas A&M, UCLA)",DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,Coverage Gap Finder,Admin,TEAM_UNIVERSE_LEDGER status columns,Admin QA,Leaderboard Ticker,DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal Creator/QA tooling, not a player-facing game."
GAME_IDEAS_2026_EXPANSION,game_idea,Duplicate Relationship Auditor,Admin,"duplicate_key, ingestion_status",Admin QA,Box Score Reveal Sheet,DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal Creator/QA tooling, not a player-facing game."
GAME_IDEAS_2026_EXPANSION,game_idea,Stale Data Sweep,Admin,"season, date_or_week",Admin QA,Calendar Heatmap,DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Admin tooling,,NO,NO,PENDING_CLAUDE,"Internal Creator/QA tooling, not a player-facing game."
GAME_IDEAS_2026_EXPANSION,game_idea,College vs. Pro Duel,NFL/CFB,season_stat_line (both eras),Higher/Lower,Head-to-Head Split Screen,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Bigger Stage Guess,NFL/CFB,"career_program_records, career_stat_totals",Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,"Same Name, Different Level",NFL/CFB,full_name,Matching,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Parity Tracker,NFL/CFB,TEAM_UNIVERSE_LEDGER coverage counts,Trivia,Leaderboard Ticker,DATA READY - national (all 67 P4 teams already covered for this field),DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"Workbook marks this DATA READY nationally; a real, buildable follow-up once a Creator-facing adapter is written (not attempted this pass beyond Silhouette Reveal)."
GAME_IDEAS_2026_EXPANSION,game_idea,Draft Day Deja Vu,NFL/CFB,"season_stat_line, draft_year_round_pick",Trivia,Card Stack Progressive Clue,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Coach Crossover,NFL/CFB,previous_stops,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,CFP Bracket Predictor,CFB,"preseason_ap_rank, current_season_results",Bracket/prediction,Bracket Tree,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Bowl Matchup Grid,CFB,bowl_or_playoff_history,Matching,Weekly Pick'em Grid,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Playoff Seeding Simulator,Both,"current_season_results, preseason_ap_rank",Decision-sim,Bracket Tree,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Super Bowl Path Tracker,NFL,playoff_seed_and_bracket_history,Bracket,Bracket Tree,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Bowl Game History Ladder,CFB,bowl_or_playoff_history,Trivia,Guess Ladder,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Championship Week Gauntlet,CFB,"current_season_results, conference_and_division",Rapid fire,Quiz-Show Podium,DATA PARTIAL - covered for some but not most P4 teams; expand before wide release,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook marks this DATA PARTIAL (covered for some but not most P4 teams) -- insufficient breadth to clear the player-facing quality gate honestly.
GAME_IDEAS_2026_EXPANSION,game_idea,Share Your Streak,Both,n/a (session/engine data),Social share,Calendar Heatmap,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Fan Poll of the Week,Both,n/a (community-generated content),Voting,Tier-List Drag Board,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Prediction Bragging Rights,Both,n/a (session/engine data),Leaderboard/social,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Caption This Play,Both,n/a (community-generated content),UGC/social,Story Branch Cards,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Rate the Take,Both,n/a (community-generated content),Voting,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Referral Rivalry,Both,n/a (engine/growth data),Social/growth,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Rookie Mode,Both,n/a (meta-layer over existing modes),Difficulty variant,n/a (applies to any layout),DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Cross-mode UI/UX layer (not Engine/Creator work),,NO,NO,PENDING_CLAUDE,"Meta-layer over existing modes per the workbook's own data_needed field -- a UI feature, not a distinct playable game."
GAME_IDEAS_2026_EXPANSION,game_idea,Veteran Mode,Both,n/a (meta-layer over existing modes),Difficulty variant,n/a (applies to any layout),DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Cross-mode UI/UX layer (not Engine/Creator work),,NO,NO,PENDING_CLAUDE,"Meta-layer over existing modes per the workbook's own data_needed field -- a UI feature, not a distinct playable game."
GAME_IDEAS_2026_EXPANSION,game_idea,Colorblind-Safe Mode,Both,n/a (meta-layer over existing modes),Accessibility variant,n/a (applies to any layout),DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Cross-mode UI/UX layer (not Engine/Creator work),,NO,NO,PENDING_CLAUDE,"Meta-layer over existing modes per the workbook's own data_needed field -- a UI feature, not a distinct playable game."
GAME_IDEAS_2026_EXPANSION,game_idea,One-Handed Mode,Both,n/a (meta-layer over existing modes),Accessibility variant,n/a (applies to any layout),DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Cross-mode UI/UX layer (not Engine/Creator work),,NO,NO,PENDING_CLAUDE,"Meta-layer over existing modes per the workbook's own data_needed field -- a UI feature, not a distinct playable game."
GAME_IDEAS_2026_EXPANSION,game_idea,Quick Play Shortcut,Both,n/a (meta-layer over existing modes),Entry-point variant,n/a (applies to any layout),DATA READY - national (all 67 P4 teams already covered for this field),NOT_A_GAME,Cross-mode UI/UX layer (not Engine/Creator work),,NO,NO,PENDING_CLAUDE,"Meta-layer over existing modes per the workbook's own data_needed field -- a UI feature, not a distinct playable game."
GAME_IDEAS_2026_EXPANSION,game_idea,Jersey Sales Guess,Both,bio_blurb (popularity signal),Estimation,Meter / Gauge Dial,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Logo Evolution Sort,Both,uniform_eras_and_alternates,Sorting,Timeline Ribbon,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Hype Song Match,Both,bio_blurb,Matching,Grid Board (Tic-Tac-Toe style),DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Mascot Costume Trivia,Both,notable_traditions_list,Trivia,Quiz-Show Podium,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,International Series Tracker,NFL,"current_season_results (venue), venue location",Trivia,Map Overlay,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Global Fanbase Map,Both,"n/a (public reporting, not roster data)",Map/Geography,Map Overlay,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,Path from Abroad,Both,"hometown_city_state, bio_blurb",Progressive clue,Card Stack Progressive Clue,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS_2026_EXPANSION,game_idea,NFL Academy Alumni Watch,NFL,bio_blurb,Trivia,Leaderboard Ticker,DATA NOT YET SOURCED - needs a new field from DATA_FIELD_TAXONOMY ingested first,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,Workbook itself marks this DATA NOT YET SOURCED -- no field exists to build against.
GAME_IDEAS,game_idea,Portal Path,CFB,PREVIOUS_COLLEGE + POSITION + HOMETOWN + JERSEY,Progressive clue,,SUPPORTED_FOR_OREGON,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Oregon) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Same Number Showdown,CFB,TEAM+SEASON+JERSEY→PLAYERS + POSITION,Matching,,SUPPORTED_FOR_OREGON/TEXAS,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Coordinator Carousel,CFB,TEAM+SEASON→OC/DC,Matching,,SUPPORTED_FOR_4_TEAMS,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Who Changed Positions?,CFB,PLAYER + DATE → POSITION_CHANGE,Current-events guess,,SAMPLE_SUPPORTED,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Texas) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,QB1 Wire,CFB,TEAM+SEASON→STARTING_QB,Current-events matching,,SUPPORTED_FOR_BATCH,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Roster Geography,CFB,PLAYER↔HOMETOWN/POSITION/JERSEY,Progressive clue,,SUPPORTED_FOR_2_TEAMS,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,No team/data-family in this idea matches this pass's real 8-team roster ingestion; not built or data-supported this pass.
GAME_IDEAS,game_idea,Transfer State Hop,CFB,PLAYER↔PREVIOUS_COLLEGE,Sorting,,PARTIAL,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (Oregon) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Cut or Keep?,NFL,PLAYER+DATE→ROSTER_MOVE,Elimination,,SUPPORTED_FOR_BATCH,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Availability Ladder,NFL,PLAYER→AVAILABILITY_STATUS,Sorting,,EARLY,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,"New Home, One Pick",NFL,PLAYER+TRADE_DATE→TEAM + COMPENSATION,Multiple choice,,SAMPLE_SUPPORTED,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,Bruin Transfer Trail,CFB,PLAYER→PREVIOUS_COLLEGE+HOMETOWN+JERSEY+POSITION,Progressive clue,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (UCLA) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,LA Depth Chart Duel,CFB,PLAYER→DEPTH_CHART_POSITION+ORDER,Matching,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (USC) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Starter or Backup?,CFB,PLAYER→DEPTH_CHART_ORDER,Binary,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (USC) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,"Same Number, Different Bruin",CFB,TEAM+JERSEY→PLAYER+POSITION,Matching,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (UCLA) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Portal Pipeline,CFB,CURRENT_TEAM+PREVIOUS_COLLEGE→PLAYER,Grouping,,Strong,DATA_ADDED,n/a,,NO,NO,PENDING_CLAUDE,"This idea's named team (UCLA) is one of the 8 real 2026 rosters this pass ingested (tools/data_refresh/cfb_2026_roster_workbook_import.py) -- real feasibility improvement (fresh 2026 season data now exists), but no bespoke adapter was built for this specific idea beyond the general Silhouette-Reveal-style capability."
GAME_IDEAS,game_idea,Cutdown Carnage,NFL,PLAYER+DATE→ROSTER_CUT_BY / MADE_INITIAL_53,Elimination,,Strong,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
GAME_IDEAS,game_idea,"IR, PUP or Cut?",NFL,PLAYER→IR/PUP/NFI/CUT_STATUS,Sorting,,Strong,BLOCKED_MISSING_DATA,n/a,,NO,NO,PENDING_CLAUDE,NFL transaction/injury/depth-chart data at the breadth this idea needs isn't in this workbook -- its own README says NFL coverage today is alumni-bridge + occasional deltas only.
